YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2018,IL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"3,472"
2018,IL,"Combined Heat and Power, Commercial Power",Other Biomass,0
2018,IL,"Combined Heat and Power, Commercial Power",Wind,"4,670"
2018,IL,"Combined Heat and Power, Electric Power",Total,"677,659"
2018,IL,"Combined Heat and Power, Electric Power",Natural Gas,"667,399"
2018,IL,"Combined Heat and Power, Electric Power",Other Gases,539
2018,IL,"Combined Heat and Power, Electric Power",Other Biomass,"9,721"
2018,IL,"Electric Generators, Independent Power Producers",Total,"178,663,419"
2018,IL,"Electric Generators, Independent Power Producers",Coal,"53,809,879"
2018,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"84,498"
2018,IL,"Electric Generators, Independent Power Producers",Natural Gas,"14,372,324"
2018,IL,"Electric Generators, Independent Power Producers",Nuclear,"98,101,527"
2018,IL,"Electric Generators, Independent Power Producers",Other,"-18,860"
2018,IL,"Electric Generators, Independent Power Producers",Petroleum,"45,035"
2018,IL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"60,239"
2018,IL,"Electric Generators, Independent Power Producers",Other Biomass,"326,633"
2018,IL,"Electric Generators, Independent Power Producers",Wind,"11,882,144"
2018,IL,"Electric Generators, Electric Utilities",Total,"5,449,803"
2018,IL,"Electric Generators, Electric Utilities",Coal,"4,052,412"
2018,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"60,933"
2018,IL,"Electric Generators, Electric Utilities",Natural Gas,"1,224,232"
2018,IL,"Electric Generators, Electric Utilities",Other,-14
2018,IL,"Electric Generators, Electric Utilities",Petroleum,"7,715"
2018,IL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"2,339"
2018,IL,"Electric Generators, Electric Utilities",Other Biomass,"90,017"
2018,IL,"Electric Generators, Electric Utilities",Wind,"12,170"
2018,IN,Total Electric Power Industry,Total,"113,459,711"
2018,IN,Total Electric Power Industry,Coal,"77,455,229"
2018,IN,Total Electric Power Industry,Hydroelectric Conventional,"222,661"
2018,IN,Total Electric Power Industry,Natural Gas,"26,816,995"
2018,IN,Total Electric Power Industry,Other Gases,"2,325,813"
2018,IN,Total Electric Power Industry,Other,"320,638"
2018,IN,Total Electric Power Industry,Petroleum,"130,617"
2018,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,"290,717"
2018,IN,Total Electric Power Industry,Other Biomass,"459,889"
2018,IN,Total Electric Power Industry,Wind,"5,437,153"
2018,IN,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2018,IN,"Combined Heat and Power, Industrial Power",Total,"4,241,705"
2018,IN,"Combined Heat and Power, Industrial Power",Coal,0
2018,IN,"Combined Heat and Power, Industrial Power",Natural Gas,"1,528,307"
2018,IN,"Combined Heat and Power, Industrial Power",Other Gases,"2,325,813"
2018,IN,"Combined Heat and Power, Industrial Power",Other,"299,504"
2018,IN,"Combined Heat and Power, Industrial Power",Petroleum,"19,123"
2018,IN,"Combined Heat and Power, Industrial Power",Other Biomass,"68,959"
2018,IN,"Combined Heat and Power, Commercial Power",Total,"249,985"
2018,IN,"Combined Heat and Power, Commercial Power",Coal,"37,902"
2018,IN,"Combined Heat and Power, Commercial Power",Natural Gas,"168,217"
2018,IN,"Combined Heat and Power, Commercial Power",Other,"21,162"
2018,IN,"Combined Heat and Power, Commercial Power",Petroleum,678
2018,IN,"Combined Heat and Power, Commercial Power",Other Biomass,"22,025"
2018,IN,"Combined Heat and Power, Commercial Power",Wind,0
2018,IN,"Combined Heat and Power, Electric Power",Total,"7,042,128"
2018,IN,"Combined Heat and Power, Electric Power",Coal,"4,312,189"
2018,IN,"Combined Heat and Power, Electric Power",Natural Gas,"2,729,940"
2018,IN,"Combined Heat and Power, Electric Power",Petroleum,0
2018,IN,"Electric Generators, Independent Power Producers",Total,"17,096,015"
2018,IN,"Electric Generators, Independent Power Producers",Coal,0
2018,IN,"Electric Generators, Independent Power Producers",Natural Gas,"11,426,016"
2018,IN,"Electric Generators, Independent Power Producers",Petroleum,443
2018,IN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"183,581"
2018,IN,"Electric Generators, Independent Power Producers",Other Biomass,"48,822"
2018,IN,"Electric Generators, Independent Power Producers",Wind,"5,437,153"
2018,IN,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2018,IN,"Electric Generators, Electric Utilities",Total,"84,829,877"
2018,IN,"Electric Generators, Electric Utilities",Coal,"73,105,138"
2018,IN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"222,661"
2018,IN,"Electric Generators, Electric Utilities",Natural Gas,"10,964,514"
2018,IN,"Electric Generators, Electric Utilities",Other Gases,0
2018,IN,"Electric Generators, Electric Utilities",Other,-28
2018,IN,"Electric Generators, Electric Utilities",Petroleum,"110,373"
2018,IN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"107,136"
2018,IN,"Electric Generators, Electric Utilities",Other Biomass,"320,083"
2018,KS,Total Electric Power Industry,Total,"51,710,213"
2018,KS,Total Electric Power Industry,Coal,"20,473,983"
2018,KS,Total Electric Power Industry,Hydroelectric Conventional,"26,420"
2018,KS,Total Electric Power Industry,Natural Gas,"3,005,715"
2018,KS,Total Electric Power Industry,Nuclear,"9,168,289"
2018,KS,Total Electric Power Industry,Other,"5,010"
2018,KS,Total Electric Power Industry,Petroleum,"52,016"
2018,KS,Total Electric Power Industry,Solar Thermal and Photovoltaic,"7,727"
2018,KS,Total Electric Power Industry,Other Biomass,"63,551"
2018,KS,Total Electric Power Industry,Wind,"18,907,502"
2018,KS,"Combined Heat and Power, Industrial Power",Total,"85,870"
2018,KS,"Combined Heat and Power, Industrial Power",Natural Gas,"83,841"
2018,KS,"Combined Heat and Power, Industrial Power",Other,"5,010"
2018,KS,"Combined Heat and Power, Industrial Power",Other Biomass,"-2,981"
2018,KS,"Combined Heat and Power, Commercial Power",Total,"15,600"
2018,KS,"Combined Heat and Power, Commercial Power",Wind,"15,600"
2018,KS,"Electric Generators, Independent Power Producers",Total,"17,090,987"
2018,KS,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"26,420"
2018,KS,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"5,868"
2018,KS,"Electric Generators, Independent Power Producers",Other Biomass,"66,532"
2018,KS,"Electric Generators, Independent Power Producers",Wind,"16,992,167"
2018,KS,"Electric Generators, Electric Utilities",Total,"34,517,756"
2018,KS,"Electric Generators, Electric Utilities",Coal,"20,473,983"
2018,KS,"Electric Generators, Electric Utilities",Natural Gas,"2,921,874"
2018,KS,"Electric Generators, Electric Utilities",Nuclear,"9,168,289"
2018,KS,"Electric Generators, Electric Utilities",Petroleum,"52,016"
2018,KS,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"1,859"
2018,KS,"Electric Generators, Electric Utilities",Wind,"1,899,735"
2018,KY,Total Electric Power Industry,Total,"78,804,497"
2018,KY,Total Electric Power Industry,Coal,"59,168,143"
2018,KY,Total Electric Power Industry,Hydroelectric Conventional,"4,417,833"
2018,KY,Total Electric Power Industry,Natural Gas,"14,614,999"
2018,KY,Total Electric Power Industry,Other,"63,540"
2018,KY,Total Electric Power Industry,Petroleum,"69,992"
2018,KY,Total Electric Power Industry,Solar Thermal and Photovoltaic,"39,436"
2018,KY,Total Electric Power Industry,Other Biomass,"101,567"
2018,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,"328,987"
2018,KY,"Combined Heat and Power, Industrial Power",Total,"532,681"
2018,KY,"Combined Heat and Power, Industrial Power",Natural Gas,"203,694"
2018,KY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"328,987"
2018,KY,"Electric Generators, Independent Power Producers",Total,"714,795"
2018,KY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"10,526"
2018,KY,"Electric Generators, Independent Power Producers",Natural Gas,"694,617"
2018,KY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,557"
2018,KY,"Electric Generators, Independent Power Producers",Other Biomass,"8,095"
2018,KY,"Electric Generators, Electric Utilities",Total,"77,557,021"
2018,KY,"Electric Generators, Electric Utilities",Coal,"59,168,143"
2018,KY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"4,407,307"
2018,KY,"Electric Generators, Electric Utilities",Natural Gas,"13,716,688"
2018,KY,"Electric Generators, Electric Utilities",Other,"63,540"
2018,KY,"Electric Generators, Electric Utilities",Petroleum,"69,992"
2018,KY,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"37,879"
2018,KY,"Electric Generators, Electric Utilities",Other Biomass,"93,472"
2018,KY,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2018,LA,Total Electric Power Industry,Total,"102,128,485"
2018,LA,Total Electric Power Industry,Coal,"11,786,724"
2018,LA,Total Electric Power Industry,Hydroelectric Conventional,"1,179,855"
2018,LA,Total Electric Power Industry,Natural Gas,"61,781,774"
2018,LA,Total Electric Power Industry,Nuclear,"17,152,582"
2018,LA,Total Electric Power Industry,Other Gases,"2,597,958"
2018,LA,Total Electric Power Industry,Other,"643,126"
2018,LA,Total Electric Power Industry,Petroleum,"4,377,794"
2018,LA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,518"
2018,LA,Total Electric Power Industry,Other Biomass,"78,787"
2018,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,528,366"
2018,LA,"Combined Heat and Power, Industrial Power",Total,"30,639,041"
2018,LA,"Combined Heat and Power, Industrial Power",Coal,0
2018,LA,"Combined Heat and Power, Industrial Power",Natural Gas,"24,739,793"
2018,LA,"Combined Heat and Power, Industrial Power",Other Gases,"2,597,958"
2018,LA,"Combined Heat and Power, Industrial Power",Other,"643,126"
2018,LA,"Combined Heat and Power, Industrial Power",Petroleum,"129,798"
2018,LA,"Combined Heat and Power, Industrial Power",Other Biomass,0
2018,LA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"2,528,366"
2018,LA,"Combined Heat and Power, Commercial Power",Total,"170,461"
2018,LA,"Combined Heat and Power, Commercial Power",Natural Gas,"170,461"
2018,LA,"Combined Heat and Power, Electric Power",Total,"3,064,512"
2018,LA,"Combined Heat and Power, Electric Power",Natural Gas,"3,064,512"
2018,LA,"Electric Generators, Independent Power Producers",Total,"6,102,429"
2018,LA,"Electric Generators, Independent Power Producers",Coal,"4,006,697"
2018,LA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,179,855"
2018,LA,"Electric Generators, Independent Power Producers",Natural Gas,"837,089"
2018,LA,"Electric Generators, Independent Power Producers",Petroleum,0
2018,LA,"Electric Generators, Independent Power Producers",Other Biomass,"78,787"
2018,LA,"Electric Generators, Electric Utilities",Total,"62,152,041"
2018,LA,"Electric Generators, Electric Utilities",Coal,"7,780,027"
2018,LA,"Electric Generators, Electric Utilities",Natural Gas,"32,969,918"
2018,LA,"Electric Generators, Electric Utilities",Nuclear,"17,152,582"
2018,LA,"Electric Generators, Electric Utilities",Other,0
2018,LA,"Electric Generators, Electric Utilities",Petroleum,"4,247,997"
2018,LA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"1,518"
2018,MA,Total Electric Power Industry,Total,"27,172,882"
2018,MA,Total Electric Power Industry,Coal,0
2018,MA,Total Electric Power Industry,Pumped Storage,"-463,783"
2018,MA,Total Electric Power Industry,Hydroelectric Conventional,"1,133,620"
2018,MA,Total Electric Power Industry,Natural Gas,"18,385,821"
2018,MA,Total Electric Power Industry,Nuclear,"4,441,563"
2018,MA,Total Electric Power Industry,Other,"846,414"
2018,MA,Total Electric Power Industry,Petroleum,"460,716"
2018,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"978,311"
2018,MA,Total Electric Power Industry,Other Biomass,"1,062,196"
2018,MA,Total Electric Power Industry,Wind,"220,982"
2018,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,"107,041"
2018,MA,"Combined Heat and Power, Industrial Power",Total,"268,784"
2018,MA,"Combined Heat and Power, Industrial Power",Coal,0
2018,MA,"Combined Heat and Power, Industrial Power",Natural Gas,"261,666"
2018,MA,"Combined Heat and Power, Industrial Power",Other,0
2018,MA,"Combined Heat and Power, Industrial Power",Petroleum,"1,893"
2018,MA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"2,240"
2018,MA,"Combined Heat and Power, Industrial Power",Wind,"2,985"
2018,MA,"Combined Heat and Power, Commercial Power",Total,"641,553"
2018,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"3,941"
2018,MA,"Combined Heat and Power, Commercial Power",Natural Gas,"569,933"
2018,MA,"Combined Heat and Power, Commercial Power",Petroleum,"13,102"
2018,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"2,662"
2018,MA,"Combined Heat and Power, Commercial Power",Other Biomass,"30,158"
2018,MA,"Combined Heat and Power, Commercial Power",Wind,"21,757"
2018,MA,"Combined Heat and Power, Electric Power",Total,"1,772,470"
2018,MA,"Combined Heat and Power, Electric Power",Natural Gas,"1,750,542"
2018,MA,"Combined Heat and Power, Electric Power",Petroleum,"21,928"
2018,MA,"Electric Generators, Independent Power Producers",Total,"23,903,563"
2018,MA,"Electric Generators, Independent Power Producers",Coal,0
2018,MA,"Electric Generators, Independent Power Producers",Pumped Storage,"-463,783"
2018,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"861,775"
2018,MA,"Electric Generators, Independent Power Producers",Natural Gas,"15,636,324"
2018,MA,"Electric Generators, Independent Power Producers",Nuclear,"4,441,563"
2018,MA,"Electric Generators, Independent Power Producers",Other,"846,616"
2018,MA,"Electric Generators, Independent Power Producers",Petroleum,"349,286"
2018,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"954,153"
2018,MA,"Electric Generators, Independent Power Producers",Other Biomass,"1,032,037"
2018,MA,"Electric Generators, Independent Power Producers",Wind,"138,551"
2018,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"107,041"
2018,MA,"Electric Generators, Electric Utilities",Total,"586,513"
2018,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"267,904"
2018,MA,"Electric Generators, Electric Utilities",Natural Gas,"167,357"
2018,MA,"Electric Generators, Electric Utilities",Other,-202
2018,MA,"Electric Generators, Electric Utilities",Petroleum,"74,507"
2018,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"19,257"
2018,MA,"Electric Generators, Electric Utilities",Wind,"57,690"
2018,MD,Total Electric Power Industry,Total,"43,809,648"
2018,MD,Total Electric Power Industry,Coal,"10,066,924"
2018,MD,Total Electric Power Industry,Hydroelectric Conventional,"2,830,886"
2018,MD,Total Electric Power Industry,Natural Gas,"13,849,673"
2018,MD,Total Electric Power Industry,Nuclear,"14,987,931"
2018,MD,Total Electric Power Industry,Other,"326,127"
2018,MD,Total Electric Power Industry,Petroleum,"260,015"
2018,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,"396,720"
2018,MD,Total Electric Power Industry,Other Biomass,"417,346"
